attIdx	shapeIdx	attMs	attSamples	shapeSlider	overshoot	correction_mult
23	25	0.4787	22.98	0.8065	0.00000000e+00	8.31925377e-01
23	26	0.4787	22.98	0.8387	0.00000000e+00	8.07761418e-01
23	27	0.4787	22.98	0.8710	0.00000000e+00	8.24775349e-01
23	28	0.4787	22.98	0.9032	0.00000000e+00	8.07276240e-01
23	29	0.4787	22.98	0.9355	0.00000000e+00	8.18837554e-01
23	30	0.4787	22.98	0.9677	0.00000000e+00	8.14693441e-01
23	31	0.4787	22.98	1.0000	0.00000000e+00	8.12310121e-01
24	0	0.5301	25.44	0.0000	0.00000000e+00	8.39645106e-01
24	1	0.5301	25.44	0.0323	0.00000000e+00	8.63950897e-01
24	2	0.5301	25.44	0.0645	0.00000000e+00	8.70795992e-01
24	3	0.5301	25.44	0.0968	0.00000000e+00	8.61654244e-01
24	4	0.5301	25.44	0.1290	0.00000000e+00	8.57810702e-01
24	5	0.5301	25.44	0.1613	0.00000000e+00	8.57164929e-01
24	6	0.5301	25.44	0.1935	0.00000000e+00	8.85712719e-01
24	7	0.5301	25.44	0.2258	0.00000000e+00	8.49033915e-01
24	8	0.5301	25.44	0.2581	0.00000000e+00	8.50070356e-01
24	9	0.5301	25.44	0.2903	0.00000000e+00	8.24031073e-01
24	10	0.5301	25.44	0.3226	3.53528217e-02	7.94359059e-01
24	11	0.5301	25.44	0.3548	4.04365207e-02	7.83584869e-01
24	12	0.5301	25.44	0.3871	5.07735113e-02	7.84050023e-01
24	13	0.5301	25.44	0.4194	4.46292260e-02	8.35102040e-01
24	14	0.5301	25.44	0.4516	0.00000000e+00	8.99386518e-01
24	15	0.5301	25.44	0.4839	0.00000000e+00	8.95751207e-01
24	16	0.5301	25.44	0.5161	3.82234293e-02	8.20128639e-01
24	17	0.5301	25.44	0.5484	5.11497404e-02	7.73160403e-01
24	18	0.5301	25.44	0.5806	4.92661587e-02	7.82972555e-01
24	19	0.5301	25.44	0.6129	4.74043658e-02	7.92412899e-01
24	20	0.5301	25.44	0.6452	4.53154613e-02	8.02209399e-01
24	21	0.5301	25.44	0.6774	4.12499636e-02	8.13097020e-01
24	22	0.5301	25.44	0.7097	3.71836821e-02	8.37733496e-01
24	23	0.5301	25.44	0.7419	3.31312303e-02	8.54661366e-01
24	24	0.5301	25.44	0.7742	3.94421900e-02	8.10337383e-01
24	25	0.5301	25.44	0.8065	3.53894470e-02	8.13939575e-01
24	26	0.5301	25.44	0.8387	3.13301945e-02	8.31576581e-01
24	27	0.5301	25.44	0.8710	2.72648342e-02	8.46669678e-01
24	28	0.5301	25.44	0.9032	2.77987249e-02	8.47211164e-01
24	29	0.5301	25.44	0.9355	2.35529948e-02	8.43085228e-01
24	30	0.5301	25.44	0.9677	2.21035177e-02	8.52247232e-01
24	31	0.5301	25.44	1.0000	1.77416277e-02	8.82505109e-01
25	0	0.5869	28.17	0.0000	0.00000000e+00	9.20475787e-01
25	1	0.5869	28.17	0.0323	3.94716225e-02	7.90629546e-01
25	2	0.5869	28.17	0.0645	3.48423002e-02	7.95826425e-01
25	3	0.5869	28.17	0.0968	4.14601131e-02	7.75401398e-01
25	4	0.5869	28.17	0.1290	4.69663627e-02	7.86486739e-01
25	5	0.5869	28.17	0.1613	4.48190224e-02	7.96998407e-01
25	6	0.5869	28.17	0.1935	4.91636438e-02	7.87900791e-01
25	7	0.5869	28.17	0.2258	5.24866271e-02	7.77074748e-01
25	8	0.5869	28.17	0.2581	4.18296132e-02	8.08358757e-01
25	9	0.5869	28.17	0.2903	4.41313698e-02	8.05340789e-01
25	10	0.5869	28.17	0.3226	2.36601451e-02	8.75458327e-01
25	11	0.5869	28.17	0.3548	2.05162087e-02	8.85195315e-01
25	12	0.5869	28.17	0.3871	1.78780597e-02	9.06674188e-01
25	13	0.5869	28.17	0.4194	0.00000000e+00	9.45750938e-01
25	14	0.5869	28.17	0.4516	0.00000000e+00	9.45287910e-01
25	15	0.5869	28.17	0.4839	5.59768556e-03	9.26353795e-01
25	16	0.5869	28.17	0.5161	0.00000000e+00	8.86510755e-01
25	17	0.5869	28.17	0.5484	0.00000000e+00	9.07529324e-01
25	18	0.5869	28.17	0.5806	0.00000000e+00	9.13107441e-01
25	19	0.5869	28.17	0.6129	0.00000000e+00	9.11667693e-01
25	20	0.5869	28.17	0.6452	0.00000000e+00	9.12587614e-01
25	21	0.5869	28.17	0.6774	0.00000000e+00	8.74721027e-01
25	22	0.5869	28.17	0.7097	0.00000000e+00	8.77456810e-01
25	23	0.5869	28.17	0.7419	0.00000000e+00	8.73738997e-01
25	24	0.5869	28.17	0.7742	0.00000000e+00	8.52042346e-01
25	25	0.5869	28.17	0.8065	0.00000000e+00	8.88579649e-01
25	26	0.5869	28.17	0.8387	0.00000000e+00	8.88816968e-01
25	27	0.5869	28.17	0.8710	3.26052493e-02	8.51472956e-01
25	28	0.5869	28.17	0.9032	4.51734365e-02	8.10495886e-01
25	29	0.5869	28.17	0.9355	0.00000000e+00	8.71373576e-01
25	30	0.5869	28.17	0.9677	0.00000000e+00	8.68201052e-01
25	31	0.5869	28.17	1.0000	0.00000000e+00	8.69816755e-01
26	0	0.6498	31.19	0.0000	0.00000000e+00	8.69768790e-01
26	1	0.6498	31.19	0.0323	0.00000000e+00	8.57935870e-01
26	2	0.6498	31.19	0.0645	0.00000000e+00	8.63527472e-01
26	3	0.6498	31.19	0.0968	0.00000000e+00	8.71196543e-01
26	4	0.6498	31.19	0.1290	0.00000000e+00	8.73024197e-01
26	5	0.6498	31.19	0.1613	0.00000000e+00	8.82155994e-01
26	6	0.6498	31.19	0.1935	0.00000000e+00	8.80376447e-01
26	7	0.6498	31.19	0.2258	0.00000000e+00	8.84142307e-01
26	8	0.6498	31.19	0.2581	0.00000000e+00	8.87755666e-01
26	9	0.6498	31.19	0.2903	0.00000000e+00	9.06419778e-01
26	10	0.6498	31.19	0.3226	0.00000000e+00	8.72798949e-01
26	11	0.6498	31.19	0.3548	0.00000000e+00	8.61458392e-01
26	12	0.6498	31.19	0.3871	0.00000000e+00	8.67126135e-01
26	13	0.6498	31.19	0.4194	3.54025874e-02	8.36503773e-01
26	14	0.6498	31.19	0.4516	3.21153132e-02	8.59211592e-01
26	15	0.6498	31.19	0.4839	0.00000000e+00	8.89528134e-01
26	16	0.6498	31.19	0.5161	0.00000000e+00	8.79332873e-01
26	17	0.6498	31.19	0.5484	0.00000000e+00	8.88524080e-01
26	18	0.6498	31.19	0.5806	4.30911738e-02	8.40389194e-01
26	19	0.6498	31.19	0.6129	0.00000000e+00	8.68330859e-01
26	20	0.6498	31.19	0.6452	0.00000000e+00	8.60225862e-01
26	21	0.6498	31.19	0.6774	0.00000000e+00	8.67647361e-01
26	22	0.6498	31.19	0.7097	0.00000000e+00	8.58720510e-01
26	23	0.6498	31.19	0.7419	0.00000000e+00	8.57752535e-01
26	24	0.6498	31.19	0.7742	0.00000000e+00	8.67785171e-01
26	25	0.6498	31.19	0.8065	0.00000000e+00	8.75523221e-01
26	26	0.6498	31.19	0.8387	0.00000000e+00	8.70689416e-01
26	27	0.6498	31.19	0.8710	0.00000000e+00	8.82055659e-01
26	28	0.6498	31.19	0.9032	0.00000000e+00	8.52954869e-01
26	29	0.6498	31.19	0.9355	0.00000000e+00	8.57725490e-01
26	30	0.6498	31.19	0.9677	0.00000000e+00	8.65792440e-01
26	31	0.6498	31.19	1.0000	2.49487584e-02	8.51471637e-01
27	0	0.7195	34.54	0.0000	3.29447402e-02	8.51041834e-01
27	1	0.7195	34.54	0.0323	3.06730731e-02	8.62417528e-01
27	2	0.7195	34.54	0.0645	0.00000000e+00	8.55828069e-01
27	3	0.7195	34.54	0.0968	0.00000000e+00	8.61405965e-01
27	4	0.7195	34.54	0.1290	0.00000000e+00	8.65906422e-01
27	5	0.7195	34.54	0.1613	0.00000000e+00	8.62656205e-01
27	6	0.7195	34.54	0.1935	0.00000000e+00	8.66895636e-01
27	7	0.7195	34.54	0.2258	0.00000000e+00	8.79570658e-01
27	8	0.7195	34.54	0.2581	0.00000000e+00	8.61060866e-01
27	9	0.7195	34.54	0.2903	0.00000000e+00	8.70231212e-01
27	10	0.7195	34.54	0.3226	0.00000000e+00	9.02101518e-01
27	11	0.7195	34.54	0.3548	0.00000000e+00	9.13884337e-01
27	12	0.7195	34.54	0.3871	0.00000000e+00	9.25518967e-01
27	13	0.7195	34.54	0.4194	0.00000000e+00	9.34384040e-01
27	14	0.7195	34.54	0.4516	0.00000000e+00	9.22809700e-01
27	15	0.7195	34.54	0.4839	0.00000000e+00	9.19525809e-01
27	16	0.7195	34.54	0.5161	1.39751824e-02	8.88738861e-01
27	17	0.7195	34.54	0.5484	1.40893184e-02	9.03261390e-01
27	18	0.7195	34.54	0.5806	0.00000000e+00	9.60184597e-01
27	19	0.7195	34.54	0.6129	0.00000000e+00	9.65001902e-01
27	20	0.7195	34.54	0.6452	0.00000000e+00	9.65797903e-01
27	21	0.7195	34.54	0.6774	3.15945785e-02	8.53304515e-01
27	22	0.7195	34.54	0.7097	1.99674753e-02	8.93792872e-01
27	23	0.7195	34.54	0.7419	2.87615327e-02	8.75321662e-01
27	24	0.7195	34.54	0.7742	2.81637158e-02	8.56388604e-01
27	25	0.7195	34.54	0.8065	2.20016161e-02	8.74855843e-01
27	26	0.7195	34.54	0.8387	2.20722498e-02	8.72817630e-01
27	27	0.7195	34.54	0.8710	2.68400726e-02	8.58420609e-01
27	28	0.7195	34.54	0.9032	2.17341687e-02	8.77512831e-01
27	29	0.7195	34.54	0.9355	2.07564448e-02	8.79210197e-01
27	30	0.7195	34.54	0.9677	1.65449104e-02	9.08019486e-01
27	31	0.7195	34.54	1.0000	1.37315457e-02	8.92028262e-01
28	0	0.7966	38.24	0.0000	0.00000000e+00	9.35984273e-01
28	1	0.7966	38.24	0.0323	2.56065119e-02	8.47529993e-01
28	2	0.7966	38.24	0.0645	2.68356491e-02	8.60987611e-01
28	3	0.7966	38.24	0.0968	3.36287329e-02	8.42972176e-01
28	4	0.7966	38.24	0.1290	3.19803500e-02	8.52730807e-01
28	5	0.7966	38.24	0.1613	3.70928761e-02	8.33831093e-01
28	6	0.7966	38.24	0.1935	1.58772441e-02	9.09866637e-01
28	7	0.7966	38.24	0.2258	1.38054683e-02	9.27210592e-01
28	8	0.7966	38.24	0.2581	0.00000000e+00	9.62503088e-01
28	9	0.7966	38.24	0.2903	2.54120115e-02	8.67576581e-01
28	10	0.7966	38.24	0.3226	2.59824573e-02	8.64771364e-01
28	11	0.7966	38.24	0.3548	2.61608099e-02	8.62767314e-01
28	12	0.7966	38.24	0.3871	3.51047002e-02	8.34711619e-01
28	13	0.7966	38.24	0.4194	3.42833355e-02	8.36024761e-01
28	14	0.7966	38.24	0.4516	3.21426239e-02	8.51070995e-01
28	15	0.7966	38.24	0.4839	3.00364637e-02	8.43240134e-01
28	16	0.7966	38.24	0.5161	0.00000000e+00	8.87355717e-01
28	17	0.7966	38.24	0.5484	0.00000000e+00	8.81335096e-01
28	18	0.7966	38.24	0.5806	0.00000000e+00	9.12726633e-01
28	19	0.7966	38.24	0.6129	2.96340940e-02	8.61181281e-01
28	20	0.7966	38.24	0.6452	2.07642379e-02	8.81587591e-01
28	21	0.7966	38.24	0.6774	2.87580135e-02	8.67098694e-01
28	22	0.7966	38.24	0.7097	2.63596454e-02	8.77400832e-01
28	23	0.7966	38.24	0.7419	2.39182667e-02	8.77624784e-01
28	24	0.7966	38.24	0.7742	0.00000000e+00	9.30130514e-01
28	25	0.7966	38.24	0.8065	0.00000000e+00	9.10080792e-01
28	26	0.7966	38.24	0.8387	0.00000000e+00	9.22194942e-01
28	27	0.7966	38.24	0.8710	0.00000000e+00	9.12972049e-01
28	28	0.7966	38.24	0.9032	0.00000000e+00	9.17171888e-01
28	29	0.7966	38.24	0.9355	0.00000000e+00	9.21007612e-01
28	30	0.7966	38.24	0.9677	0.00000000e+00	9.16504990e-01
28	31	0.7966	38.24	1.0000	0.00000000e+00	9.24489906e-01
29	0	0.8820	42.34	0.0000	0.00000000e+00	9.03057899e-01
29	1	0.8820	42.34	0.0323	0.00000000e+00	9.21388442e-01
29	2	0.8820	42.34	0.0645	2.57791330e-02	8.77240772e-01
29	3	0.8820	42.34	0.0968	2.71748574e-02	8.79831461e-01
29	4	0.8820	42.34	0.1290	0.00000000e+00	9.26022784e-01
29	5	0.8820	42.34	0.1613	0.00000000e+00	9.21536217e-01
29	6	0.8820	42.34	0.1935	0.00000000e+00	9.45387422e-01
29	7	0.8820	42.34	0.2258	0.00000000e+00	9.27408113e-01
29	8	0.8820	42.34	0.2581	0.00000000e+00	9.24720658e-01
29	9	0.8820	42.34	0.2903	0.00000000e+00	9.49961696e-01
29	10	0.8820	42.34	0.3226	0.00000000e+00	9.44815399e-01
29	11	0.8820	42.34	0.3548	0.00000000e+00	9.45343007e-01
29	12	0.8820	42.34	0.3871	0.00000000e+00	9.33227503e-01
29	13	0.8820	42.34	0.4194	0.00000000e+00	9.10337403e-01
29	14	0.8820	42.34	0.4516	0.00000000e+00	9.17103190e-01
29	15	0.8820	42.34	0.4839	2.27598304e-02	8.77822108e-01
29	16	0.8820	42.34	0.5161	2.20451667e-02	8.98041039e-01
29	17	0.8820	42.34	0.5484	2.29202912e-02	8.99000579e-01
29	18	0.8820	42.34	0.5806	2.34653074e-02	8.70057019e-01
29	19	0.8820	42.34	0.6129	2.36885980e-02	8.71258638e-01
29	20	0.8820	42.34	0.6452	2.35984433e-02	8.86456426e-01
29	21	0.8820	42.34	0.6774	2.32028794e-02	8.91770827e-01
29	22	0.8820	42.34	0.7097	3.26808586e-02	8.87938582e-01
29	23	0.8820	42.34	0.7419	3.25544037e-02	9.05776336e-01
29	24	0.8820	42.34	0.7742	0.00000000e+00	9.33339538e-01
29	25	0.8820	42.34	0.8065	2.96597921e-02	9.07987261e-01
29	26	0.8820	42.34	0.8387	3.03274653e-02	9.18713138e-01
29	27	0.8820	42.34	0.8710	3.06692011e-02	9.01416039e-01
29	28	0.8820	42.34	0.9032	3.06954687e-02	8.83119464e-01
29	29	0.8820	42.34	0.9355	3.04144001e-02	8.92804343e-01
29	30	0.8820	42.34	0.9677	3.08058976e-02	8.75702091e-01
29	31	0.8820	42.34	1.0000	3.02300709e-02	9.07782283e-01
30	0	0.9766	46.88	0.0000	0.00000000e+00	8.82696366e-01
30	1	0.9766	46.88	0.0323	0.00000000e+00	9.14155040e-01
30	2	0.9766	46.88	0.0645	0.00000000e+00	9.17292759e-01
30	3	0.9766	46.88	0.0968	0.00000000e+00	9.18867089e-01
30	4	0.9766	46.88	0.1290	0.00000000e+00	9.20592160e-01
30	5	0.9766	46.88	0.1613	2.05828823e-02	8.91204797e-01
30	6	0.9766	46.88	0.1935	2.84552321e-02	8.94443776e-01
30	7	0.9766	46.88	0.2258	2.20515948e-02	8.96291358e-01
30	8	0.9766	46.88	0.2581	2.58712455e-02	9.15575960e-01
30	9	0.9766	46.88	0.2903	2.15124297e-02	9.10877864e-01
30	10	0.9766	46.88	0.3226	2.35173393e-02	8.70034589e-01
30	11	0.9766	46.88	0.3548	1.90734957e-02	8.85844001e-01
30	12	0.9766	46.88	0.3871	0.00000000e+00	8.80857693e-01
30	13	0.9766	46.88	0.4194	0.00000000e+00	9.07372558e-01
30	14	0.9766	46.88	0.4516	0.00000000e+00	9.11773532e-01
30	15	0.9766	46.88	0.4839	0.00000000e+00	9.10580561e-01
30	16	0.9766	46.88	0.5161	2.37232202e-02	9.08890557e-01
30	17	0.9766	46.88	0.5484	1.93932970e-02	9.25966090e-01
30	18	0.9766	46.88	0.5806	0.00000000e+00	9.25742483e-01
30	19	0.9766	46.88	0.6129	0.00000000e+00	9.23129496e-01
30	20	0.9766	46.88	0.6452	0.00000000e+00	9.33823423e-01
30	21	0.9766	46.88	0.6774	0.00000000e+00	9.21706191e-01
30	22	0.9766	46.88	0.7097	0.00000000e+00	9.18777559e-01
30	23	0.9766	46.88	0.7419	0.00000000e+00	9.25381388e-01
30	24	0.9766	46.88	0.7742	2.69826661e-02	8.89634933e-01
30	25	0.9766	46.88	0.8065	2.06761527e-02	8.91712260e-01
30	26	0.9766	46.88	0.8387	1.91068952e-02	9.14068012e-01
30	27	0.9766	46.88	0.8710	2.41237044e-02	9.30232207e-01
30	28	0.9766	46.88	0.9032	2.04691762e-02	9.41533056e-01
30	29	0.9766	46.88	0.9355	0.00000000e+00	9.45640277e-01
30	30	0.9766	46.88	0.9677	0.00000000e+00	9.27622894e-01
30	31	0.9766	46.88	1.0000	0.00000000e+00	9.16534691e-01
31	0	1.0813	51.90	0.0000	2.91013154e-02	8.41881953e-01
31	1	1.0813	51.90	0.0323	1.38840223e-02	9.20598632e-01
31	2	1.0813	51.90	0.0645	1.43013943e-02	9.18328082e-01
31	3	1.0813	51.90	0.0968	1.93783232e-02	8.91225563e-01
31	4	1.0813	51.90	0.1290	3.36171432e-02	8.20052728e-01
31	5	1.0813	51.90	0.1613	1.27058942e-02	9.27043203e-01
31	6	1.0813	51.90	0.1935	1.29242194e-02	9.25844962e-01
31	7	1.0813	51.90	0.2258	1.99929364e-02	8.88008279e-01
31	8	1.0813	51.90	0.2581	1.36967895e-02	9.21619327e-01
31	9	1.0813	51.90	0.2903	1.41108260e-02	9.19363983e-01
31	10	1.0813	51.90	0.3226	1.90244877e-02	8.93083935e-01
31	11	1.0813	51.90	0.3548	3.31354931e-02	8.22349266e-01
31	12	1.0813	51.90	0.3871	1.62354091e-02	9.07891732e-01
31	13	1.0813	51.90	0.4194	1.72415091e-02	9.02517349e-01
31	14	1.0813	51.90	0.4516	1.84964842e-02	8.95865465e-01
31	15	1.0813	51.90	0.4839	2.00969029e-02	8.87465392e-01
31	16	1.0813	51.90	0.5161	2.22028179e-02	8.76551742e-01
31	17	1.0813	51.90	0.5484	2.48730438e-02	8.62937967e-01
31	18	1.0813	51.90	0.5806	7.17388664e-02	6.59881748e-01
31	19	1.0813	51.90	0.6129	3.25610724e-02	8.25097956e-01
31	20	1.0813	51.90	0.6452	3.82687314e-02	7.98254454e-01
31	21	1.0813	51.90	0.6774	7.03139616e-02	6.65170311e-01
31	22	1.0813	51.90	0.7097	5.58757625e-02	7.21644117e-01
31	23	1.0813	51.90	0.7419	1.14881206e-01	5.20748987e-01
31	24	1.0813	51.90	0.7742	1.05990358e-01	5.46376428e-01
31	25	1.0813	51.90	0.8065	1.05665817e-01	5.47339387e-01
31	26	1.0813	51.90	0.8387	1.04916863e-01	5.49569206e-01
31	27	1.0813	51.90	0.8710	1.86569963e-01	3.58294300e-01
31	28	1.0813	51.90	0.9032	2.00260615e-01	3.34461911e-01
31	29	1.0813	51.90	0.9355	2.12321240e-01	3.14987788e-01
31	30	1.0813	51.90	0.9677	2.20920198e-01	3.01909188e-01
31	31	1.0813	51.90	1.0000	2.23029496e-01	2.98798501e-01
